"word","meaning","status","lessonNumber","tags","partOfSpeech","audioWordFilename","audioMeaningFilename","pinyin","source","notes"
"训练场","training hall","new","28","LMS domain;old story_engine lexicon","","words/训练场.mp3","meanings/training hall.mp3","xùn liàn chǎng","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"稻草人","scarecrow","new","28","LMS domain;old story_engine lexicon","","words/稻草人.mp3","meanings/scarecrow.mp3","dào cǎo rén","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"木剑","wooden sword","new","28","LMS domain;old story_engine lexicon","","words/木剑.mp3","meanings/wooden sword.mp3","mù jiàn","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"剑","sword","new","28","LMS domain;old story_engine lexicon","","words/剑.mp3","meanings/sword.mp3","jiàn","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"盾牌","shield","new","28","LMS domain;old story_engine lexicon","","words/盾牌.mp3","meanings/shield.mp3","dùn pái","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"盔甲","armor","new","29","LMS domain;old story_engine lexicon","","words/盔甲.mp3","meanings/armor.mp3","kuī jiǎ","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"药","medicine","new","29","LMS domain;old story_engine lexicon","","words/药.mp3","meanings/medicine.mp3","yào","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"医院","hospital","new","29","LMS domain;old story_engine lexicon","","words/医院.mp3","meanings/hospital.mp3","yī yuàn","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"工厂","factory","new","29","LMS domain;old story_engine lexicon","","words/工厂.mp3","meanings/factory.mp3","gōng chǎng","old story_engine lexicon","Core Legendary Moonlight Sculptor, game, work, money, and sculpting vocabulary."
"伤口","wound","new","29","Concrete story noun;current story new_words (b01c01-hide-tired-hands)","","words/伤口.mp3","meanings/wound.mp3","shāng kǒu","current story new_words (b01c01-hide-tired-hands)","Concrete scene vocabulary for homes, markets, bodies, tools, places, and objects."
"动作","movement; action","new","30","Concrete story noun;current story new_words (b01c02-last-one-in-the-yard)","","words/动作.mp3","meanings/movement; action.mp3","dòng zuò","current story new_words (b01c02-last-one-in-the-yard)","Concrete scene vocabulary for homes, markets, bodies, tools, places, and objects."
"线索","clue","new","30","Concrete story noun;current story new_words (b01c03-last-old-sentence)","","words/线索.mp3","meanings/clue.mp3","xiàn suǒ","current story new_words (b01c03-last-old-sentence)","Concrete scene vocabulary for homes, markets, bodies, tools, places, and objects."
"表面","surface; outward appearance","new","30","Concrete story noun;current story new_words (b01c04-useless-looking-job)","","words/表面.mp3","meanings/surface; outward appearance.mp3","biǎo miàn","current story new_words (b01c04-useless-looking-job)","Concrete scene vocabulary for homes, markets, bodies, tools, places, and objects."
"手指","finger","new","30","Concrete story noun;current story new_words (b01c04-first-sculpting-knife)","","words/手指.mp3","meanings/finger.mp3","shǒu zhǐ","current story new_words (b01c04-first-sculpting-knife)","Concrete scene vocabulary for homes, markets, bodies, tools, places, and objects."
"表情","expression","new","30","Concrete story noun;current story new_words (b01c05-first-piece-of-wood)","","words/表情.mp3","meanings/expression.mp3","biǎo qíng","current story new_words (b01c05-first-piece-of-wood)","Concrete scene vocabulary for homes, markets, bodies, tools, places, and objects."
"笑脸","smiling face","new","31","Concrete story noun;current story new_words (b01c06-third-smile)","","words/笑脸.mp3","meanings/smiling face.mp3","xiào liǎn","current story new_words (b01c06-third-smile)","Concrete scene vocabulary for homes, markets, bodies, tools, places, and objects."
"镜子","mirror","new","31","Concrete story noun;current story new_words (b01c06-third-smile)","","words/镜子.mp3","meanings/mirror.mp3","jìng zi","current story new_words (b01c06-third-smile)","Concrete scene vocabulary for homes, markets, bodies, tools, places, and objects."
"台灯","desk lamp","new","31","Concrete story noun;current story new_words (b01c07-night-lamp)","","words/台灯.mp3","meanings/desk lamp.mp3","tái dēng","current story new_words (b01c07-night-lamp)","Concrete scene vocabulary for homes, markets, bodies, tools, places, and objects."
"本钱","cost; original expense","new","31","Concrete story noun;current story new_words (b01c08-cheap-sale-day)","","words/本钱.mp3","meanings/cost; original expense.mp3","běn qián","current story new_words (b01c08-cheap-sale-day)","Concrete scene vocabulary for homes, markets, bodies, tools, places, and objects."
"步骤","step; stage","new","31","Concrete story noun;current story new_words (b01c09-learning-to-wait)","","words/步骤.mp3","meanings/step; stage.mp3","bù zhòu","current story new_words (b01c09-learning-to-wait)","Concrete scene vocabulary for homes, markets, bodies, tools, places, and objects."
"目的","purpose","new","32","Concrete story noun;current story new_words (b01c10-made-for-himself)","","words/目的.mp3","meanings/purpose.mp3","mù dì","current story new_words (b01c10-made-for-himself)","Concrete scene vocabulary for homes, markets, bodies, tools, places, and objects."
"护士","nurse","new","32","Concrete story noun;old story_engine lexicon","","words/护士.mp3","meanings/nurse.mp3","hù shi","old story_engine lexicon","Concrete scene vocabulary for homes, markets, bodies, tools, places, and objects."
"店主","shopkeeper","new","32","Concrete story noun;old story_engine lexicon","","words/店主.mp3","meanings/shopkeeper.mp3","diàn zhǔ","old story_engine lexicon","Concrete scene vocabulary for homes, markets, bodies, tools, places, and objects."
"商人","merchant","new","32","Concrete story noun;old story_engine lexicon","","words/商人.mp3","meanings/merchant.mp3","shāng rén","old story_engine lexicon","Concrete scene vocabulary for homes, markets, bodies, tools, places, and objects."
"工人","worker","new","32","Concrete story noun;old story_engine lexicon","","words/工人.mp3","meanings/worker.mp3","gōng rén","old story_engine lexicon","Concrete scene vocabulary for homes, markets, bodies, tools, places, and objects."
"老板","boss","new","33","Concrete story noun;old story_engine lexicon","","words/老板.mp3","meanings/boss.mp3","lǎo bǎn","old story_engine lexicon","Concrete scene vocabulary for homes, markets, bodies, tools, places, and objects."
"战士","warrior","new","33","Concrete story noun;old story_engine lexicon","","words/战士.mp3","meanings/warrior.mp3","zhàn shì","old story_engine lexicon","Concrete scene vocabulary for homes, markets, bodies, tools, places, and objects."
"骑士","knight","new","33","Concrete story noun;old story_engine lexicon","","words/骑士.mp3","meanings/knight.mp3","qí shì","old story_engine lexicon","Concrete scene vocabulary for homes, markets, bodies, tools, places, and objects."
"士兵","soldier","new","33","Concrete story noun;old story_engine lexicon","","words/士兵.mp3","meanings/soldier.mp3","shì bīng","old story_engine lexicon","Concrete scene vocabulary for homes, markets, bodies, tools, places, and objects."
"女仆","maid","new","33","Concrete story noun;old story_engine lexicon","","words/女仆.mp3","meanings/maid.mp3","nǚ pú","old story_engine lexicon","Concrete scene vocabulary for homes, markets, bodies, tools, places, and objects."
"热闹","lively","new","34","Description / adverb;current story new_words (b01c02-hit-the-scarecrow)","","words/热闹.mp3","meanings/lively.mp3","rè nào","current story new_words (b01c02-hit-the-scarecrow)","Simple modifiers that make scenes clearer while staying learner-friendly."
"愣住","to be stunned","new","34","Description / adverb;current story new_words (b01c02-hit-the-scarecrow)","","words/愣住.mp3","meanings/to be stunned.mp3","lèng zhù","current story new_words (b01c02-hit-the-scarecrow)","Simple modifiers that make scenes clearer while staying learner-friendly."
"忽然","suddenly","new","34","Description / adverb;current story new_words (b01c03-listen-to-the-story)","","words/忽然.mp3","meanings/suddenly.mp3","hū rán","current story new_words (b01c03-listen-to-the-story)","Simple modifiers that make scenes clearer while staying learner-friendly."
"锋利","sharp","new","34","Description / adverb;current story new_words (b01c04-first-sculpting-knife)","","words/锋利.mp3","meanings/sharp.mp3","fēng lì","current story new_words (b01c04-first-sculpting-knife)","Simple modifiers that make scenes clearer while staying learner-friendly."
"轻轻","lightly","new","34","Description / adverb;current story new_words (b01c04-first-sculpting-knife)","","words/轻轻.mp3","meanings/lightly.mp3","qīng qīng","current story new_words (b01c04-first-sculpting-knife)","Simple modifiers that make scenes clearer while staying learner-friendly."
"歪","crooked","new","35","Description / adverb;current story new_words (b01c05-first-piece-of-wood)","","words/歪.mp3","meanings/crooked.mp3","wāi","current story new_words (b01c05-first-piece-of-wood)","Simple modifiers that make scenes clearer while staying learner-friendly."
"认真","serious","new","35","Description / adverb;current story new_words (b01c05-no-one-laughed)","","words/认真.mp3","meanings/serious.mp3","rèn zhēn","current story new_words (b01c05-no-one-laughed)","Simple modifiers that make scenes clearer while staying learner-friendly."
"留着","to keep; to leave kept","new","35","Description / adverb;current story new_words (b01c10-made-for-himself)","","words/留着.mp3","meanings/to keep; to leave kept.mp3","liú zhe","current story new_words (b01c10-made-for-himself)","Simple modifiers that make scenes clearer while staying learner-friendly."
"中午","noon","new","35","Description / adverb;old narrative_support lexicon","","words/中午.mp3","meanings/noon.mp3","zhōng wǔ","old narrative_support lexicon","Simple modifiers that make scenes clearer while staying learner-friendly."
"半夜","midnight","new","35","Description / adverb;old narrative_support lexicon","","words/半夜.mp3","meanings/midnight.mp3","bàn yè","old narrative_support lexicon","Simple modifiers that make scenes clearer while staying learner-friendly."
"短","short","new","36","Description / adverb;old narrative_support lexicon","","words/短.mp3","meanings/short.mp3","duǎn","old narrative_support lexicon","Simple modifiers that make scenes clearer while staying learner-friendly."
"假","false","new","36","Description / adverb;old narrative_support lexicon","","words/假.mp3","meanings/false.mp3","jiǎ","old narrative_support lexicon","Simple modifiers that make scenes clearer while staying learner-friendly."
"坏","bad","new","36","Description / adverb;old narrative_support lexicon","","words/坏.mp3","meanings/bad.mp3","huài","old narrative_support lexicon","Simple modifiers that make scenes clearer while staying learner-friendly."
"李贤","Lee Hyun","new","36","Fixed LMS term;old fixed_term lexicon","","words/李贤.mp3","meanings/Lee Hyun.mp3","Lǐ Xián","old fixed_term lexicon","Recurring names and setting terms worth knowing so future LMS stories can name the world directly."
"李夏妍","Lee Hayan","new","36","Fixed LMS term;old fixed_term lexicon","","words/李夏妍.mp3","meanings/Lee Hayan.mp3","Lǐ Xià yán","old fixed_term lexicon","Recurring names and setting terms worth knowing so future LMS stories can name the world directly."
"杂草","Weed","new","37","Fixed LMS term;old fixed_term lexicon","","words/杂草.mp3","meanings/Weed.mp3","Zá Cǎo","old fixed_term lexicon","Recurring names and setting terms worth knowing so future LMS stories can name the world directly."
"皇家之路","Royal Road","new","37","Fixed LMS term;old fixed_term lexicon","","words/皇家之路.mp3","meanings/Royal Road.mp3","huáng jiā zhī lù","old fixed_term lexicon","Recurring names and setting terms worth knowing so future LMS stories can name the world directly."
"罗森海姆","Rosenheim","new","37","Fixed LMS term;old fixed_term lexicon","","words/罗森海姆.mp3","meanings/Rosenheim.mp3","Luó sēn hǎi mǔ","old fixed_term lexicon","Recurring names and setting terms worth knowing so future LMS stories can name the world directly."
"塞拉堡","Serabourg","new","37","Fixed LMS term;old fixed_term lexicon","","words/塞拉堡.mp3","meanings/Serabourg.mp3","Sài lā bǎo","old fixed_term lexicon","Recurring names and setting terms worth knowing so future LMS stories can name the world directly."
"扎哈布","Zahab","new","37","Fixed LMS term;old fixed_term lexicon","","words/扎哈布.mp3","meanings/Zahab.mp3","Zhā hā bù","old fixed_term lexicon","Recurring names and setting terms worth knowing so future LMS stories can name the world directly."
"月光雕刻师","Moonlight Sculptor","new","38","Fixed LMS term;old fixed_term lexicon","","words/月光雕刻师.mp3","meanings/Moonlight Sculptor.mp3","yuè guāng diāo kè shī","old fixed_term lexicon","Recurring names and setting terms worth knowing so future LMS stories can name the world directly."
"雕刻店","sculpture shop","new","38","Fixed LMS term;old fixed_term lexicon","","words/雕刻店.mp3","meanings/sculpture shop.mp3","diāo kè diàn","old fixed_term lexicon","Recurring names and setting terms worth knowing so future LMS stories can name the world directly."
"秘密职业","hidden class","new","38","Fixed LMS term;old fixed_term lexicon","","words/秘密职业.mp3","meanings/hidden class.mp3","mì mì zhí yè","old fixed_term lexicon","Recurring names and setting terms worth knowing so future LMS stories can name the world directly."
