chinese,english,targetWords,audioSentenceFilename,audioEnglishFilename,tags,difficulty
我看见下。,I see a down.,下,audio/sentences/我看见下。.mp3,audio/sentence_meanings/I-see-a-down.mp3,LMS;clip-pack,2
我看见不。,I see a not.,不,audio/sentences/我看见不。.mp3,audio/sentence_meanings/I-see-a-not.mp3,LMS;clip-pack,2
我看见中国。,I see a China.,中国,audio/sentences/我看见中国。.mp3,audio/sentence_meanings/I-see-a-China.mp3,LMS;clip-pack,2
我看见九。,I see a nine.,九,audio/sentences/我看见九。.mp3,audio/sentence_meanings/I-see-a-nine.mp3,LMS;clip-pack,2
我看见也。,I see an also.,也,audio/sentences/我看见也。.mp3,audio/sentence_meanings/I-see-an-also.mp3,LMS;clip-pack,2
我看见了。,I see a completed action particle.,了,audio/sentences/我看见了。.mp3,audio/sentence_meanings/I-see-a-completed-action-particle.mp3,LMS;clip-pack,2
我看见事情。,I see a circumstance.,事情,audio/sentences/我看见事情。.mp3,audio/sentence_meanings/I-see-a-circumstance.mp3,LMS;clip-pack,2
我看见二。,I see a two.,二,audio/sentences/我看见二。.mp3,audio/sentence_meanings/I-see-a-two.mp3,LMS;clip-pack,2
我看见人。,I see a person.,人,audio/sentences/我看见人。.mp3,audio/sentence_meanings/I-see-a-person.mp3,LMS;clip-pack,2
我看见什么。,I see a what.,什么,audio/sentences/我看见什么。.mp3,audio/sentence_meanings/I-see-a-what.mp3,LMS;clip-pack,2
我看见今天。,I see a today.,今天,audio/sentences/我看见今天。.mp3,audio/sentence_meanings/I-see-a-today.mp3,LMS;clip-pack,2
我看见他。,I see a he.,他,audio/sentences/我看见他。.mp3,audio/sentence_meanings/I-see-a-he.mp3,LMS;clip-pack,2
我看见以前。,I see a before.,以前,audio/sentences/我看见以前。.mp3,audio/sentence_meanings/I-see-a-before.mp3,LMS;clip-pack,2
我看见以后。,I see an after.,以后,audio/sentences/我看见以后。.mp3,audio/sentence_meanings/I-see-an-after.mp3,LMS;clip-pack,2
我看见住。,I see to live.,住,audio/sentences/我看见住。.mp3,audio/sentence_meanings/I-see-to-live.mp3,LMS;clip-pack,2
我看见你。,I see a you.,你,audio/sentences/我看见你。.mp3,audio/sentence_meanings/I-see-a-you.mp3,LMS;clip-pack,2
我看见来。,I see to come.,来,audio/sentences/我看见来。.mp3,audio/sentence_meanings/I-see-to-come.mp3,LMS;clip-pack,2
我看见个。,I see a general measure word.,个,audio/sentences/我看见个。.mp3,audio/sentence_meanings/I-see-a-general-measure-word.mp3,LMS;clip-pack,2
我看见做。,I see to do.,做,audio/sentences/我看见做。.mp3,audio/sentence_meanings/I-see-to-do.mp3,LMS;clip-pack,2
我看见像。,I see to be like.,像,audio/sentences/我看见像。.mp3,audio/sentence_meanings/I-see-to-be-like.mp3,LMS;clip-pack,2
我看见先。,I see a first.,先,audio/sentences/我看见先。.mp3,audio/sentence_meanings/I-see-a-first.mp3,LMS;clip-pack,2
我看见两。,I see a two.,两,audio/sentences/我看见两。.mp3,audio/sentence_meanings/I-see-a-two.mp3,LMS;clip-pack,2
我看见八。,I see an eight.,八,audio/sentences/我看见八。.mp3,audio/sentence_meanings/I-see-an-eight.mp3,LMS;clip-pack,2
我看见六。,I see a six.,六,audio/sentences/我看见六。.mp3,audio/sentence_meanings/I-see-a-six.mp3,LMS;clip-pack,2
我看见再。,I see an again.,再,audio/sentences/我看见再。.mp3,audio/sentence_meanings/I-see-an-again.mp3,LMS;clip-pack,2
我看见出来。,I see to come out.,出来,audio/sentences/我看见出来。.mp3,audio/sentence_meanings/I-see-to-come-out.mp3,LMS;clip-pack,2
我看见别。,I see a don't.,别,audio/sentences/我看见别。.mp3,audio/sentence_meanings/I-see-a-don't.mp3,LMS;clip-pack,2
我看见到。,I see to arrive.,到,audio/sentences/我看见到。.mp3,audio/sentence_meanings/I-see-to-arrive.mp3,LMS;clip-pack,2
我看见刚。,I see a just now.,刚,audio/sentences/我看见刚。.mp3,audio/sentence_meanings/I-see-a-just-now.mp3,LMS;clip-pack,2
我看见十。,I see a ten.,十,audio/sentences/我看见十。.mp3,audio/sentence_meanings/I-see-a-ten.mp3,LMS;clip-pack,2
我看见千。,I see a thousand.,千,audio/sentences/我看见千。.mp3,audio/sentence_meanings/I-see-a-thousand.mp3,LMS;clip-pack,2
我看见去。,I see to go.,去,audio/sentences/我看见去。.mp3,audio/sentence_meanings/I-see-to-go.mp3,LMS;clip-pack,2
我看见又。,I see an again.,又,audio/sentences/我看见又。.mp3,audio/sentence_meanings/I-see-an-again.mp3,LMS;clip-pack,2
我看见只。,I see an only.,只,audio/sentences/我看见只。.mp3,audio/sentence_meanings/I-see-an-only.mp3,LMS;clip-pack,2
我看见叫。,I see to call.,叫,audio/sentences/我看见叫。.mp3,audio/sentence_meanings/I-see-to-call.mp3,LMS;clip-pack,2
我看见可以。,I see a can.,可以,audio/sentences/我看见可以。.mp3,audio/sentence_meanings/I-see-a-can.mp3,LMS;clip-pack,2
我看见可能。,I see a maybe.,可能,audio/sentences/我看见可能。.mp3,audio/sentence_meanings/I-see-a-maybe.mp3,LMS;clip-pack,2
我看见吃。,I see to eat.,吃,audio/sentences/我看见吃。.mp3,audio/sentence_meanings/I-see-to-eat.mp3,LMS;clip-pack,2
我看见名字。,I see to take.,名字,audio/sentences/我看见名字。.mp3,audio/sentence_meanings/I-see-to-take.mp3,LMS;clip-pack,2
我看见告诉。,I see to tell.,告诉,audio/sentences/我看见告诉。.mp3,audio/sentence_meanings/I-see-to-tell.mp3,LMS;clip-pack,2
我看见呢。,I see a question particle.,呢,audio/sentences/我看见呢。.mp3,audio/sentence_meanings/I-see-a-question-particle.mp3,LMS;clip-pack,2
我看见唱歌。,I see to sing.,唱歌,audio/sentences/我看见唱歌。.mp3,audio/sentence_meanings/I-see-to-sing.mp3,LMS;clip-pack,2
我看见问。,I see to depart.,问,audio/sentences/我看见问。.mp3,audio/sentence_meanings/I-see-to-depart.mp3,LMS;clip-pack,2
我看见喜欢。,I see to like.,喜欢,audio/sentences/我看见喜欢。.mp3,audio/sentence_meanings/I-see-to-like.mp3,LMS;clip-pack,2
我看见吗。,I see a question particle.,吗,audio/sentences/我看见吗。.mp3,audio/sentence_meanings/I-see-a-question-particle.mp3,LMS;clip-pack,2
我看见四。,I see a four.,四,audio/sentences/我看见四。.mp3,audio/sentence_meanings/I-see-a-four.mp3,LMS;clip-pack,2
我看见回。,I see to return.,回,audio/sentences/我看见回。.mp3,audio/sentence_meanings/I-see-to-return.mp3,LMS;clip-pack,2
我看见回来。,I see to come back.,回来,audio/sentences/我看见回来。.mp3,audio/sentence_meanings/I-see-to-come-back.mp3,LMS;clip-pack,2
我看见回答。,I see to answer.,回答,audio/sentences/我看见回答。.mp3,audio/sentence_meanings/I-see-to-answer.mp3,LMS;clip-pack,2
我看见因为。,I see a because.,因为,audio/sentences/我看见因为。.mp3,audio/sentence_meanings/I-see-a-because.mp3,LMS;clip-pack,2
我看见国家。,I see a country.,国家,audio/sentences/我看见国家。.mp3,audio/sentence_meanings/I-see-a-country.mp3,LMS;clip-pack,2
我看见在。,I see an at.,在,audio/sentences/我看见在。.mp3,audio/sentence_meanings/I-see-an-at.mp3,LMS;clip-pack,2
我看见坐。,I see to sit.,坐,audio/sentences/我看见坐。.mp3,audio/sentence_meanings/I-see-to-sit.mp3,LMS;clip-pack,2
我看见块。,I see a piece.,块,audio/sentences/我看见块。.mp3,audio/sentence_meanings/I-see-a-piece.mp3,LMS;clip-pack,2
我看见外面。,I see an outside.,外面,audio/sentences/我看见外面。.mp3,audio/sentence_meanings/I-see-an-outside.mp3,LMS;clip-pack,2
我看见多。,I see a many.,多,audio/sentences/我看见多。.mp3,audio/sentence_meanings/I-see-a-many.mp3,LMS;clip-pack,2
我看见大。,I see a big.,大,audio/sentences/我看见大。.mp3,audio/sentence_meanings/I-see-a-big.mp3,LMS;clip-pack,2
我看见大家。,I see an everyone.,大家,audio/sentences/我看见大家。.mp3,audio/sentence_meanings/I-see-an-everyone.mp3,LMS;clip-pack,2
我看见天。,I see a day.,天,audio/sentences/我看见天。.mp3,audio/sentence_meanings/I-see-a-day.mp3,LMS;clip-pack,2
我看见天气。,I see a weather.,天气,audio/sentences/我看见天气。.mp3,audio/sentence_meanings/I-see-a-weather.mp3,LMS;clip-pack,2
我看见太。,I see a too.,太,audio/sentences/我看见太。.mp3,audio/sentence_meanings/I-see-a-too.mp3,LMS;clip-pack,2
我看见她。,I see a she.,她,audio/sentences/我看见她。.mp3,audio/sentence_meanings/I-see-a-she.mp3,LMS;clip-pack,2
我看见好。,I see a good.,好,audio/sentences/我看见好。.mp3,audio/sentence_meanings/I-see-a-good.mp3,LMS;clip-pack,2
我看见如果。,I see an if.,如果,audio/sentences/我看见如果。.mp3,audio/sentence_meanings/I-see-an-if.mp3,LMS;clip-pack,2
我看见姓。,I see a surname.,姓,audio/sentences/我看见姓。.mp3,audio/sentence_meanings/I-see-a-surname.mp3,LMS;clip-pack,2
我看见妈妈。,I see a mom.,妈妈,audio/sentences/我看见妈妈。.mp3,audio/sentence_meanings/I-see-a-mom.mp3,LMS;clip-pack,2
我看见字。,I see a character.,字,audio/sentences/我看见字。.mp3,audio/sentence_meanings/I-see-a-character.mp3,LMS;clip-pack,2
我看见孩子。,I see a child.,孩子,audio/sentences/我看见孩子。.mp3,audio/sentence_meanings/I-see-a-child.mp3,LMS;clip-pack,2
我看见学校。,I see a school.,学校,audio/sentences/我看见学校。.mp3,audio/sentence_meanings/I-see-a-school.mp3,LMS;clip-pack,2
我看见学生。,I see a student.,学生,audio/sentences/我看见学生。.mp3,audio/sentence_meanings/I-see-a-student.mp3,LMS;clip-pack,2
我看见学习。,I see to study.,学习,audio/sentences/我看见学习。.mp3,audio/sentence_meanings/I-see-to-study.mp3,LMS;clip-pack,2
我看见它。,I see an it.,它,audio/sentences/我看见它。.mp3,audio/sentence_meanings/I-see-an-it.mp3,LMS;clip-pack,2
我看见家。,I see a home.,家,audio/sentences/我看见家。.mp3,audio/sentence_meanings/I-see-a-home.mp3,LMS;clip-pack,2
我看见写。,I see to write.,写,audio/sentences/我看见写。.mp3,audio/sentence_meanings/I-see-to-write.mp3,LMS;clip-pack,2
我看见对。,I see a correct.,对,audio/sentences/我看见对。.mp3,audio/sentence_meanings/I-see-a-correct.mp3,LMS;clip-pack,2
我看见对不起。,I see a sorry.,对不起,audio/sentences/我看见对不起。.mp3,audio/sentence_meanings/I-see-a-sorry.mp3,LMS;clip-pack,2
我看见小。,I see a small.,小,audio/sentences/我看见小。.mp3,audio/sentence_meanings/I-see-a-small.mp3,LMS;clip-pack,2
我看见小心。,I see a be careful.,小心,audio/sentences/我看见小心。.mp3,audio/sentence_meanings/I-see-a-be-careful.mp3,LMS;clip-pack,2
我看见小时。,I see a hour.,小时,audio/sentences/我看见小时。.mp3,audio/sentence_meanings/I-see-a-hour.mp3,LMS;clip-pack,2
我看见已经。,I see an already.,已经,audio/sentences/我看见已经。.mp3,audio/sentence_meanings/I-see-an-already.mp3,LMS;clip-pack,2
我看见帮助。,I see to help.,帮助,audio/sentences/我看见帮助。.mp3,audio/sentence_meanings/I-see-to-help.mp3,LMS;clip-pack,2
我看见年。,I see a year.,年,audio/sentences/我看见年。.mp3,audio/sentence_meanings/I-see-a-year.mp3,LMS;clip-pack,2
我看见弟弟。,I see a younger brother.,弟弟,audio/sentences/我看见弟弟。.mp3,audio/sentence_meanings/I-see-a-younger-brother.mp3,LMS;clip-pack,2
我看见很。,I see a very.,很,audio/sentences/我看见很。.mp3,audio/sentence_meanings/I-see-a-very.mp3,LMS;clip-pack,2
我看见后门。,I see a back door.,后门,audio/sentences/我看见后门。.mp3,audio/sentence_meanings/I-see-a-back-door.mp3,LMS;clip-pack,2
我看见后面。,I see a behind.,后面,audio/sentences/我看见后面。.mp3,audio/sentence_meanings/I-see-a-behind.mp3,LMS;clip-pack,2
我看见得。,I see a structural particle.,得,audio/sentences/我看见得。.mp3,audio/sentence_meanings/I-see-a-structural-particle.mp3,LMS;clip-pack,2
我看见从。,I see a from.,从,audio/sentences/我看见从。.mp3,audio/sentence_meanings/I-see-a-from.mp3,LMS;clip-pack,2
我看见快乐。,I see a happy.,快乐,audio/sentences/我看见快乐。.mp3,audio/sentence_meanings/I-see-a-happy.mp3,LMS;clip-pack,2
我看见怎么。,I see a how.,怎么,audio/sentences/我看见怎么。.mp3,audio/sentence_meanings/I-see-a-how.mp3,LMS;clip-pack,2
我看见想。,I see to think.,想,audio/sentences/我看见想。.mp3,audio/sentence_meanings/I-see-to-think.mp3,LMS;clip-pack,2
我看见意思。,I see a meaning.,意思,audio/sentences/我看见意思。.mp3,audio/sentence_meanings/I-see-a-meaning.mp3,LMS;clip-pack,2
我看见爱。,I see to love.,爱,audio/sentences/我看见爱。.mp3,audio/sentence_meanings/I-see-to-love.mp3,LMS;clip-pack,2
我看见慢。,I see a slow.,慢,audio/sentences/我看见慢。.mp3,audio/sentence_meanings/I-see-a-slow.mp3,LMS;clip-pack,2
我看见我。,I see a me.,我,audio/sentences/我看见我。.mp3,audio/sentence_meanings/I-see-a-me.mp3,LMS;clip-pack,2
我看见房间。,I see an America.,房间,audio/sentences/我看见房间。.mp3,audio/sentence_meanings/I-see-an-America.mp3,LMS;clip-pack,2
我看见手。,I see a hand.,手,audio/sentences/我看见手。.mp3,audio/sentence_meanings/I-see-a-hand.mp3,LMS;clip-pack,2
我看见打开。,I see to open.,打开,audio/sentences/我看见打开。.mp3,audio/sentence_meanings/I-see-to-open.mp3,LMS;clip-pack,2
我看见找。,I see to look for.,找,audio/sentences/我看见找。.mp3,audio/sentence_meanings/I-see-to-look-for.mp3,LMS;clip-pack,2
我看见新。,I see a new.,新,audio/sentences/我看见新。.mp3,audio/sentence_meanings/I-see-a-new.mp3,LMS;clip-pack,2
我看见早上。,I see a morning.,早上,audio/sentences/我看见早上。.mp3,audio/sentence_meanings/I-see-a-morning.mp3,LMS;clip-pack,2
我看见明天。,I see a tomorrow.,明天,audio/sentences/我看见明天。.mp3,audio/sentence_meanings/I-see-a-tomorrow.mp3,LMS;clip-pack,2
我看见明白。,I see to understand.,明白,audio/sentences/我看见明白。.mp3,audio/sentence_meanings/I-see-to-understand.mp3,LMS;clip-pack,2
我看见昨天。,I see a yesterday.,昨天,audio/sentences/我看见昨天。.mp3,audio/sentence_meanings/I-see-a-yesterday.mp3,LMS;clip-pack,2
我看见是。,I see to be.,是,audio/sentences/我看见是。.mp3,audio/sentence_meanings/I-see-to-be.mp3,LMS;clip-pack,2
我看见时间。,I see a time.,时间,audio/sentences/我看见时间。.mp3,audio/sentence_meanings/I-see-a-time.mp3,LMS;clip-pack,2
我看见晚上。,I see an evening.,晚上,audio/sentences/我看见晚上。.mp3,audio/sentence_meanings/I-see-an-evening.mp3,LMS;clip-pack,2
我看见书。,I see a book.,书,audio/sentences/我看见书。.mp3,audio/sentence_meanings/I-see-a-book.mp3,LMS;clip-pack,2
我看见最。,I see a most.,最,audio/sentences/我看见最。.mp3,audio/sentence_meanings/I-see-a-most.mp3,LMS;clip-pack,2
我看见会。,I see a can.,会,audio/sentences/我看见会。.mp3,audio/sentence_meanings/I-see-a-can.mp3,LMS;clip-pack,2
我看见有。,I see to have.,有,audio/sentences/我看见有。.mp3,audio/sentence_meanings/I-see-to-have.mp3,LMS;clip-pack,2
我看见有名。,I see a famous.,有名,audio/sentences/我看见有名。.mp3,audio/sentence_meanings/I-see-a-famous.mp3,LMS;clip-pack,2
我看见朋友。,I see a friend.,朋友,audio/sentences/我看见朋友。.mp3,audio/sentence_meanings/I-see-a-friend.mp3,LMS;clip-pack,2
我看见杯子。,I see a cup.,杯子,audio/sentences/我看见杯子。.mp3,audio/sentence_meanings/I-see-a-cup.mp3,LMS;clip-pack,2
我看见东西。,I see a thing.,东西,audio/sentences/我看见东西。.mp3,audio/sentence_meanings/I-see-a-thing.mp3,LMS;clip-pack,2
我看见桌子。,I see a table.,桌子,audio/sentences/我看见桌子。.mp3,audio/sentence_meanings/I-see-a-table.mp3,LMS;clip-pack,2
我看见椅子。,I see a chair.,椅子,audio/sentences/我看见椅子。.mp3,audio/sentence_meanings/I-see-a-chair.mp3,LMS;clip-pack,2
我看见次。,I see a time.,次,audio/sentences/我看见次。.mp3,audio/sentence_meanings/I-see-a-time.mp3,LMS;clip-pack,2
我看见正在。,I see an in the process of.,正在,audio/sentences/我看见正在。.mp3,audio/sentence_meanings/I-see-an-in-the-process-of.mp3,LMS;clip-pack,2
我看见每。,I see an every.,每,audio/sentences/我看见每。.mp3,audio/sentence_meanings/I-see-an-every.mp3,LMS;clip-pack,2
我看见比。,I see a compared to.,比,audio/sentences/我看见比。.mp3,audio/sentence_meanings/I-see-a-compared-to.mp3,LMS;clip-pack,2
我看见水。,I see a water.,水,audio/sentences/我看见水。.mp3,audio/sentence_meanings/I-see-a-water.mp3,LMS;clip-pack,2
我看见水果。,I see a fruit.,水果,audio/sentences/我看见水果。.mp3,audio/sentence_meanings/I-see-a-fruit.mp3,LMS;clip-pack,2
我看见游泳。,I see to swim.,游泳,audio/sentences/我看见游泳。.mp3,audio/sentence_meanings/I-see-to-swim.mp3,LMS;clip-pack,2
我看见漂亮。,I see a beautiful.,漂亮,audio/sentences/我看见漂亮。.mp3,audio/sentence_meanings/I-see-a-beautiful.mp3,LMS;clip-pack,2
我看见为什么。,I see a why.,为什么,audio/sentences/我看见为什么。.mp3,audio/sentence_meanings/I-see-a-why.mp3,LMS;clip-pack,2
我看见然后。,I see a then.,然后,audio/sentences/我看见然后。.mp3,audio/sentence_meanings/I-see-a-then.mp3,LMS;clip-pack,2
我看见热。,I see a hot.,热,audio/sentences/我看见热。.mp3,audio/sentence_meanings/I-see-a-hot.mp3,LMS;clip-pack,2
我看见爸爸。,I see a dad.,爸爸,audio/sentences/我看见爸爸。.mp3,audio/sentence_meanings/I-see-a-dad.mp3,LMS;clip-pack,2
我看见王。,I see a king.,王,audio/sentences/我看见王。.mp3,audio/sentence_meanings/I-see-a-king.mp3,LMS;clip-pack,2
我看见玩。,I see to play.,玩,audio/sentences/我看见玩。.mp3,audio/sentence_meanings/I-see-to-play.mp3,LMS;clip-pack,2
我看见现在。,I see a now.,现在,audio/sentences/我看见现在。.mp3,audio/sentence_meanings/I-see-a-now.mp3,LMS;clip-pack,2
我看见生气。,I see an angry.,生气,audio/sentences/我看见生气。.mp3,audio/sentence_meanings/I-see-an-angry.mp3,LMS;clip-pack,2
我看见生活。,I see a life.,生活,audio/sentences/我看见生活。.mp3,audio/sentence_meanings/I-see-a-life.mp3,LMS;clip-pack,2
我看见用。,I see to use.,用,audio/sentences/我看见用。.mp3,audio/sentence_meanings/I-see-to-use.mp3,LMS;clip-pack,2
我看见的。,I see a possessive/descriptive particle.,的,audio/sentences/我看见的。.mp3,audio/sentence_meanings/I-see-a-possessive-descriptive-particle.mp3,LMS;clip-pack,2
我看见的话。,I see a -hua is said.,的话,audio/sentences/我看见的话。.mp3,audio/sentence_meanings/I-see-a--hua-is-said.mp3,LMS;clip-pack,2
我看见看。,I see to look.,看,audio/sentences/我看见看。.mp3,audio/sentence_meanings/I-see-to-look.mp3,LMS;clip-pack,2
我看见看见。,I see to see.,看见,audio/sentences/我看见看见。.mp3,audio/sentence_meanings/I-see-to-see.mp3,LMS;clip-pack,2
我看见真。,I see a really.,真,audio/sentences/我看见真。.mp3,audio/sentence_meanings/I-see-a-really.mp3,LMS;clip-pack,2
我看见眼睛。,I see an eye.,眼睛,audio/sentences/我看见眼睛。.mp3,audio/sentence_meanings/I-see-an-eye.mp3,LMS;clip-pack,2
我看见睡觉。,I see to sleep.,睡觉,audio/sentences/我看见睡觉。.mp3,audio/sentence_meanings/I-see-to-sleep.mp3,LMS;clip-pack,2
我看见知道。,I see to know.,知道,audio/sentences/我看见知道。.mp3,audio/sentence_meanings/I-see-to-know.mp3,LMS;clip-pack,2
我看见种。,I see a kind.,种,audio/sentences/我看见种。.mp3,audio/sentence_meanings/I-see-a-kind.mp3,LMS;clip-pack,2
我看见笑。,I see to laugh.,笑,audio/sentences/我看见笑。.mp3,audio/sentence_meanings/I-see-to-laugh.mp3,LMS;clip-pack,2
我看见等。,I see to wait.,等,audio/sentences/我看见等。.mp3,audio/sentence_meanings/I-see-to-wait.mp3,LMS;clip-pack,2
我看见累。,I see a tired.,累,audio/sentences/我看见累。.mp3,audio/sentence_meanings/I-see-a-tired.mp3,LMS;clip-pack,2
我看见终于。,I see a finally.,终于,audio/sentences/我看见终于。.mp3,audio/sentence_meanings/I-see-a-finally.mp3,LMS;clip-pack,2
我看见给。,I see to give.,给,audio/sentences/我看见给。.mp3,audio/sentence_meanings/I-see-to-give.mp3,LMS;clip-pack,2
我看见经常。,I see an often.,经常,audio/sentences/我看见经常。.mp3,audio/sentence_meanings/I-see-an-often.mp3,LMS;clip-pack,2
我看见老。,I see an old.,老,audio/sentences/我看见老。.mp3,audio/sentence_meanings/I-see-an-old.mp3,LMS;clip-pack,2
我看见老师。,I see a teacher.,老师,audio/sentences/我看见老师。.mp3,audio/sentence_meanings/I-see-a-teacher.mp3,LMS;clip-pack,2
我看见声音。,I see a sound.,声音,audio/sentences/我看见声音。.mp3,audio/sentence_meanings/I-see-a-sound.mp3,LMS;clip-pack,2
我看见听。,I see to listen.,听,audio/sentences/我看见听。.mp3,audio/sentence_meanings/I-see-to-listen.mp3,LMS;clip-pack,2
我看见听到。,I see to hear.,听到,audio/sentences/我看见听到。.mp3,audio/sentence_meanings/I-see-to-hear.mp3,LMS;clip-pack,2
我看见能。,I see a can.,能,audio/sentences/我看见能。.mp3,audio/sentence_meanings/I-see-a-can.mp3,LMS;clip-pack,2
我看见船。,I see a boat.,船,audio/sentences/我看见船。.mp3,audio/sentence_meanings/I-see-a-boat.mp3,LMS;clip-pack,2
我看见草。,I see a grass.,草,audio/sentences/我看见草。.mp3,audio/sentence_meanings/I-see-a-grass.mp3,LMS;clip-pack,2
我看见西。,I see a west.,西,audio/sentences/我看见西。.mp3,audio/sentence_meanings/I-see-a-west.mp3,LMS;clip-pack,2
我看见要。,I see to want.,要,audio/sentences/我看见要。.mp3,audio/sentence_meanings/I-see-to-want.mp3,LMS;clip-pack,2
我看见话。,I see a words.,话,audio/sentences/我看见话。.mp3,audio/sentence_meanings/I-see-a-words.mp3,LMS;clip-pack,2
我看见说话。,I see to speak.,说话,audio/sentences/我看见说话。.mp3,audio/sentence_meanings/I-see-to-speak.mp3,LMS;clip-pack,2
我看见请。,I see a please.,请,audio/sentences/我看见请。.mp3,audio/sentence_meanings/I-see-a-please.mp3,LMS;clip-pack,2
我看见谢谢。,I see a thank you.,谢谢,audio/sentences/我看见谢谢。.mp3,audio/sentence_meanings/I-see-a-thank-you.mp3,LMS;clip-pack,2
我看见读。,I see to read.,读,audio/sentences/我看见读。.mp3,audio/sentence_meanings/I-see-to-read.mp3,LMS;clip-pack,2
我看见让。,I see to let.,让,audio/sentences/我看见让。.mp3,audio/sentence_meanings/I-see-to-let.mp3,LMS;clip-pack,2
我看见买。,I see to buy.,买,audio/sentences/我看见买。.mp3,audio/sentence_meanings/I-see-to-buy.mp3,LMS;clip-pack,2
我看见卖。,I see to sell.,卖,audio/sentences/我看见卖。.mp3,audio/sentence_meanings/I-see-to-sell.mp3,LMS;clip-pack,2
我看见走。,I see to walk.,走,audio/sentences/我看见走。.mp3,audio/sentence_meanings/I-see-to-walk.mp3,LMS;clip-pack,2
我看见起。,I see to rise.,起,audio/sentences/我看见起。.mp3,audio/sentence_meanings/I-see-to-rise.mp3,LMS;clip-pack,2
我看见跑。,I see to run.,跑,audio/sentences/我看见跑。.mp3,audio/sentence_meanings/I-see-to-run.mp3,LMS;clip-pack,2
我看见路。,I see a road.,路,audio/sentences/我看见路。.mp3,audio/sentence_meanings/I-see-a-road.mp3,LMS;clip-pack,2
我看见跳舞。,I see to dance.,跳舞,audio/sentences/我看见跳舞。.mp3,audio/sentence_meanings/I-see-to-dance.mp3,LMS;clip-pack,2
我看见身体。,I see a body.,身体,audio/sentences/我看见身体。.mp3,audio/sentence_meanings/I-see-a-body.mp3,LMS;clip-pack,2
我看见办法。,I see a method.,办法,audio/sentences/我看见办法。.mp3,audio/sentence_meanings/I-see-a-method.mp3,LMS;clip-pack,2
我看见这。,I see a this.,这,audio/sentences/我看见这。.mp3,audio/sentence_meanings/I-see-a-this.mp3,LMS;clip-pack,2
我看见进。,I see to enter.,进,audio/sentences/我看见进。.mp3,audio/sentence_meanings/I-see-to-enter.mp3,LMS;clip-pack,2
我看见进去。,I see to go in.,进去,audio/sentences/我看见进去。.mp3,audio/sentence_meanings/I-see-to-go-in.mp3,LMS;clip-pack,2
我看见远。,I see a far.,远,audio/sentences/我看见远。.mp3,audio/sentence_meanings/I-see-a-far.mp3,LMS;clip-pack,2
我看见还。,I see a still.,还,audio/sentences/我看见还。.mp3,audio/sentence_meanings/I-see-a-still.mp3,LMS;clip-pack,2
我看见那。,I see a that.,那,audio/sentences/我看见那。.mp3,audio/sentence_meanings/I-see-a-that.mp3,LMS;clip-pack,2
我看见那些。,I see a those.,那些,audio/sentences/我看见那些。.mp3,audio/sentence_meanings/I-see-a-those.mp3,LMS;clip-pack,2
我看见那样。,I see a like that.,那样,audio/sentences/我看见那样。.mp3,audio/sentence_meanings/I-see-a-like-that.mp3,LMS;clip-pack,2
我看见里。,I see an inside.,里,audio/sentences/我看见里。.mp3,audio/sentence_meanings/I-see-an-inside.mp3,LMS;clip-pack,2
我看见长。,I see a long.,长,audio/sentences/我看见长。.mp3,audio/sentence_meanings/I-see-a-long.mp3,LMS;clip-pack,2
我看见门。,I see a door.,门,audio/sentences/我看见门。.mp3,audio/sentence_meanings/I-see-a-door.mp3,LMS;clip-pack,2
我看见开。,I see to open.,开,audio/sentences/我看见开。.mp3,audio/sentence_meanings/I-see-to-open.mp3,LMS;clip-pack,2
我看见关。,I see to close.,关,audio/sentences/我看见关。.mp3,audio/sentence_meanings/I-see-to-close.mp3,LMS;clip-pack,2
我看见附近。,I see a nearby.,附近,audio/sentences/我看见附近。.mp3,audio/sentence_meanings/I-see-a-nearby.mp3,LMS;clip-pack,2
我看见离。,I see an away from.,离,audio/sentences/我看见离。.mp3,audio/sentence_meanings/I-see-an-away-from.mp3,LMS;clip-pack,2
我看见非常。,I see a very.,非常,audio/sentences/我看见非常。.mp3,audio/sentence_meanings/I-see-a-very.mp3,LMS;clip-pack,2
我看见面。,I see a face.,面,audio/sentences/我看见面。.mp3,audio/sentence_meanings/I-see-a-face.mp3,LMS;clip-pack,2
我看见头发。,I see a hair.,头发,audio/sentences/我看见头发。.mp3,audio/sentence_meanings/I-see-a-hair.mp3,LMS;clip-pack,2
我看见高。,I see a tall.,高,audio/sentences/我看见高。.mp3,audio/sentence_meanings/I-see-a-tall.mp3,LMS;clip-pack,2
我看见高兴。,I see a happy.,高兴,audio/sentences/我看见高兴。.mp3,audio/sentence_meanings/I-see-a-happy.mp3,LMS;clip-pack,2
我看见点。,I see a little.,点,audio/sentences/我看见点。.mp3,audio/sentence_meanings/I-see-a-little.mp3,LMS;clip-pack,2
我看见旧。,I see an old.,旧,audio/sentences/我看见旧。.mp3,audio/sentence_meanings/I-see-an-old.mp3,LMS;clip-pack,2
我看见明。,I see a bright.,明,audio/sentences/我看见明。.mp3,audio/sentence_meanings/I-see-a-bright.mp3,LMS;clip-pack,2
我看见钱包。,I see a money bag.,钱包,audio/sentences/我看见钱包。.mp3,audio/sentence_meanings/I-see-a-money-bag.mp3,LMS;clip-pack,2
我看见中文。,I see a Chinese language.,中文,audio/sentences/我看见中文。.mp3,audio/sentence_meanings/I-see-a-Chinese-language.mp3,LMS;clip-pack,2
